municipio,uf,lat,lon,fonte,score,eco_score,soc_score,env_score,data_completeness,rank
NEOPOLIS,SE,-10.31587806,-36.57671805,Solar,0.0872,0.012,0.1072,0.1673,0.875,1
RIO DA CONCEICAO,TO,-11.39980278,-46.88812778,Biometano,0.0867,0.1081,0.1448,0.0,0.625,1
ARACAJU,SE,-10.932726433571428,-37.0619199125,Solar,0.0864,0.0218,0.1754,0.0837,1.0,1
ASSIS BRASIL,AC,-10.94286568,-69.56345917,Solar,0.086,0.0061,0.2114,0.0671,0.875,1
ASSIS BRASIL,AC,-10.94286568,-69.56345917,Eolica,0.086,0.0061,0.2114,0.0671,0.875,1
VITORIA,ES,-20.275379286363634,-40.27643375,H2 Verde,0.0857,0.0551,0.1572,0.0551,1.0,1
JOAO NEIVA,ES,-19.75400967,-40.37653455,H2 Verde,0.0857,0.0505,0.1082,0.1102,0.875,1
NORMANDIA,RR,3.945740155714286,-59.98794749761905,H2 Verde,0.0843,0.0041,0.2534,0.022,0.875,1
EIRUNEPE,AM,-6.7428633079999996,-69.89258552599999,H2 Verde,0.0842,0.0321,0.1582,0.0797,1.0,1
TAPAUA,AM,-2.8463877925,-31.898055137500002,H2 Verde,0.0837,0.0312,0.1577,0.0797,1.0,1
NOVO AIRAO,AM,-2.141029076,-61.166079086,H2 Verde,0.0834,0.0326,0.1548,0.0797,1.0,1
SANTA ISABEL DO RIO NEGRO,AM,-0.42055556,-65.03527778,H2 Verde,0.0827,0.031,0.075,0.1593,0.875,1
MANAQUIRI,AM,-3.43187485,-60.45961901,H2 Verde,0.0798,0.0313,0.065,0.1593,0.875,1
TARAUACA,AC,-8.157028885,-70.773682915,Eolica,0.0797,0.0065,0.1897,0.0671,0.875,1
TARAUACA,AC,-8.157028885,-70.773682915,Solar,0.0797,0.0065,0.1897,0.0671,0.875,1
CORURIPE,AL,-10.0948784875,-36.2812496275,Biometano,0.0788,0.0991,0.1307,,0.5,1
PENEDO,AL,-10.290583335,-36.514250000000004,Biometano,0.0788,0.0991,0.1306,0.0,0.625,1
SAO MIGUEL DOS CAMPOS,AL,-9.77704647,-36.08536859,Biometano,0.0777,0.0991,0.1269,,0.5,1
UNIAO DOS PALMARES,AL,-9.12085,-36.01421,Biometano,0.0775,0.0991,0.1262,,0.5,1
SAO LUIS DO QUITUNDE,AL,-9.30202096,-35.608431165,Biometano,0.0774,0.0991,0.1258,0.0,0.625,1
PORTO WALTER,AC,-8.26333333,-72.74138889,Eolica,0.0759,0.0061,0.1775,0.0671,0.875,1
PORTO CALVO,AL,-9.05244806,-35.39833389,Biometano,0.0759,0.0991,0.1209,,0.5,1
PORTO WALTER,AC,-8.26333333,-72.74138889,Solar,0.0759,0.0061,0.1775,0.0671,0.875,1
TEOTONIO VILELA,AL,-9.91194459,-36.344767565,Biometano,0.0752,0.0991,0.1184,,0.5,1
IGREJA NOVA,AL,-10.15063889,-36.542,Biometano,0.0751,0.0991,0.1181,,0.5,1
RIO BRANCO,AC,-9.95967899,-67.82951204071428,Eolica,0.0744,0.0063,0.1725,0.0671,0.875,1
PARINTINS,AM,-1.6912817616666667,-37.96782739,H2 Verde,0.0744,0.0319,0.1258,0.0797,1.0,1
RIO BRANCO,AC,-9.95967899,-67.82951204071428,Solar,0.0744,0.0063,0.1725,0.0671,0.875,1
SAO JOSE DA LAJE,AL,-8.99868724,-36.0747107925,Biometano,0.0744,0.0991,0.1156,0.0002,0.625,1
RORAINOPOLIS,RR,-0.030097463571428562,-60.91133971214286,H2 Verde,0.0727,0.0044,0.2145,0.022,0.875,1
CANTA,RR,2.6773053562499998,-60.5838322875,H2 Verde,0.0726,0.0047,0.2136,0.022,0.875,1
FEIJO,AC,-8.170266945000002,-70.35661644499999,Eolica,0.0709,0.0064,0.1607,0.0671,0.875,1
FEIJO,AC,-8.170266945000002,-70.35661644499999,Solar,0.0709,0.0064,0.1607,0.0671,0.875,1
JAPARATUBA,SE,-10.52103611,-36.86424097,Eolica,0.0706,0.0182,0.1274,0.0837,1.0,1
CAROEBE,RR,0.63022259,-59.331345925,H2 Verde,0.0704,0.0039,0.2075,0.022,0.875,1
MACAPA,AP,0.026047643333333332,-51.09835822333333,Eolica,0.0695,0.0062,0.1824,0.0411,0.875,1
MACAPA,AP,0.026047643333333332,-51.09835822333333,Solar,0.0695,0.0062,0.1824,0.0411,0.875,1
ALTO ALEGRE,RR,2.9094363999999997,-62.485952749999996,H2 Verde,0.0688,0.004,0.2019,0.022,0.875,1
ATALAIA,AL,-9.50138694,-36.02142694,Biometano,0.0685,0.0991,0.0962,,0.5,1
BOCA DA MATA,AL,-9.62667,-36.19892,Biometano,0.0657,0.0991,0.0869,,0.5,1
MUCAJAI,RR,2.47977195,-60.91151888,H2 Verde,0.0649,0.0039,0.1892,0.022,0.875,1
JEQUIA DA PRAIA,AL,-9.88113966,-36.15073455,Biometano,0.0647,0.0991,0.0835,,0.5,1
CAJUEIRO,AL,-9.33352966,-36.15008455,Biometano,0.0637,0.0991,0.0802,,0.5,1
COLONIA LEOPOLDINA,AL,-8.905083914999999,-35.69319546,Biometano,0.0631,0.0991,0.0781,,0.5,1
CAREIRO DA VARZEA,AM,-1.5961057975,-29.832399997499998,H2 Verde,0.0627,0.0313,0.0877,0.0797,1.0,1
IRACEMA,RR,2.18123141,-61.03153455,H2 Verde,0.0603,0.004,0.1736,0.022,0.875,1
IAURETE,AM,-0.12600966,-67.07953455,H2 Verde,0.0602,0.031,,0.1593,0.5,1
VILA BITTENCOURT,AM,-1.39138889,-69.42416667,H2 Verde,0.0602,0.031,,0.1593,0.5,1
CARACARAI,RR,0.47867138000000004,-61.61194752142857,H2 Verde,0.0597,0.0046,0.1709,0.022,0.875,1
BARCELOS,AM,-1.31367795,-62.177543926666665,H2 Verde,0.0544,0.0318,0.0592,0.0797,1.0,1
CORONEL EZEQUIEL,PB,-6.03732806,-36.13237762,Biometano,0.0541,0.1351,,0.0,0.25,1
